school,ambient,total_ambients
CRIANCAS BRILHANTES,SALA DE ED. INFANTIL PROPRIA ,2
CRIANDO RAIZES,BERCARIO,2
CRISTOVAO,SALA DE ED. INFANTIL PROPRIA ,2
CRISTOVAO,BERCARIO,2
CULTIVANDO SABERES,BERCARIO,2
CURUCA VELHA,BERCARIO,2
DAMA ENTRE RIOS VERDES,LABORATORIO DE CIENCIAS,2
DAMARIS CASTILHO II,BERCARIO,2
DAMARIS CASTILHO II,SALA DE ED. INFANTIL PROPRIA ,2
DANDARA,SALA DE AULA PROPRIA         ,2
DANDINHA III,BERCARIO,2
DELSON DOMINGUES,BERCARIO,2
DENTE DE LEITE,SALA DE ED. INFANTIL PROPRIA ,2
DERCILA BASTOS,BERCARIO,2
DIVINEIA,SALA DE ED. INFANTIL PROPRIA ,2
DOCE INFANCIA II,BERCARIO,2
DOCE INFANCIA II,SALA DE AULA PROPRIA         ,2
DOCE LAR DO IRMAO BENEDITO,BERCARIO,2
DOCURAS E TRAVESSURAS,SALA DE ED. INFANTIL PROPRIA ,2
DOCURAS E TRAVESSURAS,BERCARIO,2
DOM LUCIANO MENDES DE ALMEIDA,SALA DE RECREACAO             ,2
DORALICE PEREIRA DE SOUZA LEONARDO,BERCARIO,2
DOS ANJOS,BERCARIO,2
DULCE MARINHO,SALA DE ED. INFANTIL PROPRIA ,2
EDSON RODRIGUES,SALA RECUPERACAO/APOIO PEDAG. ,2
EDUCARTE,SALA DE ED. INFANTIL PROPRIA ,2
EFIGENIA ANGELO GUILHERME,BERCARIO,2
ELIZABETH SOUZA LOBO GARCIA,BERCARIO,2
ELZA SOARES,SALA DE ED. INFANTIL PROPRIA ,2
EMILIA INES,BERCARIO,2
EMILIA INES,SALA DE ED. INFANTIL PROPRIA ,2
ENCANTADO,SALA DE ED. INFANTIL PROPRIA ,2
ENCANTADO,BERCARIO,2
ENRICO GIUST,SALA DE RECREACAO             ,2
ESPACO CRIANCA REVERENDO EZEQUIAS DOS SANTOS,SALA DE ED. INFANTIL PROPRIA ,2
ESPACO DA COMUNIDADE IV,BERCARIO,2
ESPACO DA COMUNIDADE VI,BERCARIO,2
ESPACO DA CRIANCA EMILIE DE VILLENEUVE,SALA DE ED. INFANTIL PROPRIA ,2
ESPACO DA CRIANCA EMILIE DE VILLENEUVE,BERCARIO,2
ESPACO FORM ASSES E DOCUMENTACAO,SALA DE AULA ADAPTADA        ,2
ESPACO INFANTIL,BERCARIO,2
ESPACO KAIROS,BERCARIO,2
ESPACO KAIROS II,SALA DE ED. INFANTIL PROPRIA ,2
ESPACO KAIROS III,SALA DE ED. INFANTIL PROPRIA ,2
ESPACO KAIROS IX,SALA DE ED. INFANTIL PROPRIA ,2
ESPACO KAIROS KANOE,BERCARIO,2
ESPACO KAIROS TUPINIQUIM,BERCARIO,2
ESPERANCA E VIDA,BERCARIO,2
ESPERANCA PARA TODOS I,BERCARIO,2
ESTERLITA,BERCARIO,2
ESTRELA BABY,SALA DE AULA PROPRIA         ,2
ESTRELA DE DAVI,SALA DE ED. INFANTIL PROPRIA ,2
ESTRELAS BRILHANTES,SALA DE ED. INFANTIL PROPRIA ,2
ESTRELINHAS ALEGRES II,SALA DE ED. INFANTIL PROPRIA ,2
ESTRELINHAS DE PARAISOPOLIS,BERCARIO,2
ESTRELINHAS DE PARAISOPOLIS,SALA DE AULA PROPRIA         ,2
ESTRELINHAS DO FUTURO III,BERCARIO,2
EXTERNATO JAGUARE,BERCARIO,2
FAGUNDES VARELLA,SALA RECUPERACAO/APOIO PEDAG. ,2
FAZENDA DO CARMO,SALA DE ED. INFANTIL PROPRIA ,2
FAZENDA DO CARMO II A,BERCARIO,2
FAZENDINHA,BERCARIO,2
FAZENDO ARTE,SALA DE ED. INFANTIL PROPRIA ,2
FAZENDO ARTE,BERCARIO,2
FILHOS DE BETEL ACAM,BERCARIO,2
FILHOS DE BETEL II,SALA DE ED. INFANTIL PROPRIA ,2
FLOR DE LIS,BERCARIO,2
FLOR DO AMANHA,SALA DE AULA PROPRIA         ,2
FLOR DO AMANHA II,SALA DE ED. INFANTIL PROPRIA ,2
FORCA E ACAO COMUNITARIA,BERCARIO,2
FORHUM LAR,SALA DE RECREACAO             ,2
FRANCESCO PERSIANI,BERCARIO,2
FRANCISCO BATISTA VER,SALA DE ED. INFANTIL PROPRIA ,2
FRANCISCO YOSHIO,BERCARIO,2
FRATERNIDADE,SALA DE RECREACAO             ,2
FRATERNIDADE MARIA DE NAZARE,SALA DE AULA PROPRIA         ,2
FRIDA KAHLO,BERCARIO,2
FUTURO BRILHANTE II,SALA DE ED. INFANTIL PROPRIA ,2
FUTURO DO AMANHA,SALA DE ED. INFANTIL PROPRIA ,2
GABRIELA MISTRAL,BERCARIO,2
GAIVOTAS,SALA DE RECREACAO             ,2
GARRA FEMININA,BERCARIO,2
GENOVEVA DASCOLI,SALA DE ED. INFANTIL PROPRIA ,2
GENOVEVA DASCOLI,BERCARIO,2
GENTE INOCENTE,BERCARIO,2
GEOVANNA SOUZA,SALA DE ED. INFANTIL PROPRIA ,2
GEOVANNA SOUZA,SALA DE AULA PROPRIA         ,2
GERALDO MAGELA PERON,BERCARIO,2
GIGI TOMAZELLI WIAZOWSKI,BERCARIO,2
GLEBA SAO FRANCISCO,BERCARIO,2
GOITI,SALA DE ED. INFANTIL PROPRIA ,2
GOLFINHO DOURADO I,SALA DE ED. INFANTIL PROPRIA ,2
GOTA DE ESPERANCA I,BERCARIO,2
GOTA DE ESPERANCA IV,SALA DE ED. INFANTIL PROPRIA ,2
GOTA DE ESPERANCA V,SALA DE ED. INFANTIL PROPRIA ,2
GRANDE PRINCIPE,SALA DE ED. INFANTIL PROPRIA ,2
GRANDE PRINCIPE,BERCARIO,2
GRAO DE ESPERANCA I,BERCARIO,2
GUADALUPE,SALA DE RECREACAO             ,2
GUILHERME HENRIQUE PINTO COELHO,BERCARIO,2
GUSTAVINHO,BERCARIO,2
HAVILAH,BERCARIO,2
HAYDEE BARRETO FERRARA,BERCARIO,2
HELENA IRACY JUNQUEIRA,BERCARIO,2
HELENA QUINTA REIS,SALA DE ED. INFANTIL PROPRIA ,2
HENRIQUE FERNANDES,SALA DE ED. INFANTIL PROPRIA ,2
HUMBERTO DANTAS,SALA RECURSOS MULTIFUNCIONAIS,2
IGEVE GUAIANASES MENDONCA,SALA DE ED. INFANTIL PROPRIA ,2
IGEVE GUAIANASES RABACAL,BERCARIO,2
IMPERIO DAS CRIANCAS,BERCARIO,2
INACIO MONTEIRO,PISCINA                       ,2
INACIO MONTEIRO,SALA DE DANCA / GINASTICA,2
INACIO MONTEIRO,PATIO DESCOBERTO              ,2
INEZ MENEZES MARIA,BERCARIO,2
INFANCIA COM AFETO,SALA DE AULA PROPRIA         ,2
INFANCIA FELIZ,BERCARIO,2
INFANCIA FELIZ III,SALA DE ED. INFANTIL PROPRIA ,2
INFINITY KIDS,BERCARIO,2
INSTITUTO SOCIAL SANTA LUCIA - UNID V CL,SALA DE AULA PROPRIA         ,2
IPAVA,SALA DE RECREACAO             ,2
IRMA JACINTA,SALA DE RECREACAO             ,2
IRMA LOUIS MARIE,SALA DE ED. INFANTIL PROPRIA ,2
IRMA LOUIS MARIE,BERCARIO,2
ISAURA RIBEIRO MARTINS,BERCARIO,2
ISAURA RIBEIRO MARTINS,SALA DE ED. INFANTIL PROPRIA ,2
ITATINGA - NUCLEO II,BERCARIO,2
IZABEL CRECHE,BERCARIO,2
J.G. DE ARAUJO JORGE,SALA DE AULA PROPRIA         ,2
JACIARA,SALA DE ED. INFANTIL PROPRIA ,2
JACIARA,BERCARIO,2
JAGUARE,SALA RECUPERACAO/APOIO PEDAG. ,2
JAMBEIRO - JOSE GUILHERME GIANETTI,PISCINA                       ,2
JAMBEIRO - JOSE GUILHERME GIANETTI,SALA DE DANCA / GINASTICA,2
JAMBEIRO - JOSE GUILHERME GIANETTI,ATELIE,2
JARAGUA I,BERCARIO,2
JARDIM ADUTORA,BERCARIO,2
JARDIM ANA MARIA,SALA DE RECREACAO             ,2
JARDIM ANGELA,BERCARIO,2
JARDIM AURELIO,SALA DE RECREACAO             ,2
JARDIM BRITANIA,SALA DE RECREACAO             ,2
JARDIM CAMPOS,BERCARIO,2
JARDIM CASTELO,BERCARIO,2
JARDIM COIMBRA,SALA DE RECREACAO             ,2
JARDIM COLONIAL,BERCARIO,2
JARDIM DAS PEDRAS,BERCARIO,2
JARDIM DAS ROSAS,SALA DE RECREACAO             ,2
JARDIM DO SABER,SALA DE ED. INFANTIL PROPRIA ,2
JARDIM ENCANTADO,BERCARIO,2
JARDIM EVA,BERCARIO,2
JARDIM GUARUJA,SALA DE RECREACAO             ,2
JARDIM HELENA,SALA DE RECREACAO             ,2
JARDIM HELENA,BERCARIO,2
JARDIM IBIRAPUERA,SALA DE RECREACAO             ,2
JARDIM ICARAI,BERCARIO,2
JARDIM JAPAO,BERCARIO,2
JARDIM JULIETA,BERCARIO,2
JARDIM KLEIN,BERCARIO,2
JARDIM LIDERANCA,BERCARIO,2
JARDIM MAIA,BERCARIO,2
JARDIM MANACAS,BERCARIO,2
JARDIM MARACANA,BERCARIO,2
JARDIM MARISTELA,SALA DE AULA PROPRIA         ,2
JARDIM MILIUNAS,BERCARIO,2
JARDIM MONJOLO,BERCARIO,2
JARDIM MUTINGA,BERCARIO,2
JARDIM NAZARE,BERCARIO,2
JARDIM NORONHA,SALA DE ED. INFANTIL PROPRIA ,2
JARDIM NOVO PARELHEIROS,BERCARIO,2
JARDIM PANAMERICANO,SALA DE RECREACAO             ,2
JARDIM PAULISTANO,PISCINA                       ,2
JARDIM PRIMAVERA,BERCARIO,2
JARDIM REPUBLICA,BERCARIO,2
JARDIM RODOLFO PIRANI,BERCARIO,2
JARDIM RODRIGO,SALA DE ED. INFANTIL PROPRIA ,2
JARDIM ROSELY,BERCARIO,2
JARDIM SABIA,SALA DE RECREACAO             ,2
JARDIM SANTA TEREZINHA,BERCARIO,2
JARDIM SAO CARLOS II,BERCARIO,2
JARDIM SAO MARTINHO,BERCARIO,2
JARDIM SAO PAULO,BERCARIO,2
JARDIM SAO VICENTE,BERCARIO,2
JARDIM SAPOPEMBA,SALA DE RECREACAO             ,2
JARDIM SILVA TELLES,BERCARIO,2
JARDIM SILVEIRA,SALA DE RECREACAO             ,2
JARDIM SOARES II,BERCARIO,2
JARDIM SOMARA,BERCARIO,2
JARDIM TEREZA,BERCARIO,2
JARDIM VILA PEDROSO,BERCARIO,2
JARDIM WILMA FLOR,BERCARIO,2
JEOVA RAFA III,BERCARIO,2
JESUS REI,SALA DE ED. INFANTIL PROPRIA ,2
JESUS REI II,BERCARIO,2
JOANNA DE ANGELIS,SALA DE ED. INFANTIL PROPRIA ,2
JOAO DOMINGUES SAMPAIO,PATIO COBERTO                 ,2
JOAO FERNANDES VIII,BERCARIO,2
JOAO FERNANDES XI,BERCARIO,2
JOAO FERNANDES XI,SALA DE ED. INFANTIL ADAPTADA,2
JOAO PAULO I,SALA DE RECREACAO             ,2
JOAO UBALDO RIBEIRO,BERCARIO,2
JOAQUIM ALENCAR SEIXAS,BERCARIO,2
JOAQUIM SOUZA,BERCARIO,2
JOCELYNE GUIMARAES FERNANDES DE MELLO,BERCARIO,2
JOCELYNE LOUISE CHAMUSEAU,BERCARIO,2
JOSE AMERICO DE ALMEIDA,LABORATORIO DE INFORMATICA    ,2
JOSE BONIFACIO (BOM PASTOR II),BERCARIO,2
JOSE DIAS PEQUENO PRINCIPE,SALA DE AULA PROPRIA         ,2
JOSE HONORIO RODRIGUES,SALA DE AULA ADAPTADA        ,2
JOSE QUERINO RIBEIRO,SALA DE AULA ADAPTADA        ,2
JOSE VIEIRA DE SANTANA,BERCARIO,2
JOSIS,SALA DE ED. INFANTIL PROPRIA ,2
JOSIS,BERCARIO,2
JOVA RURAL,BERCARIO,2
JOVA RURAL III,SALA DE RECREACAO             ,2
JOVELINA ALVES FEITOZA,SALA DE ED. INFANTIL PROPRIA ,2
JUAN DIEGO,SALA DE ED. INFANTIL PROPRIA ,2
JULIA SAPUCAIA,BERCARIO,2
JULIO FRANCISCO DE SOUZA III,SALA DE ED. INFANTIL PROPRIA ,2
JULIO FRANCISCO DE SOUZA III,BERCARIO,2
KALIXTO MENDES,SALA DE AULA PROPRIA         ,2
KALIXTO MENDES III,BERCARIO,2
KALIXTO MENDES IV,BERCARIO,2
LADY DAY,BERCARIO,2
LAPA,BERCARIO,2
LAR BATISTA DE CRIANCAS - MANDAQUI,BERCARIO,2
LAR BIBI MONTEIRO,SALA DE ED. INFANTIL PROPRIA ,2
LAR BIBI MONTEIRO,BERCARIO,2
LAR DA BENCAO DIVINA,BERCARIO,2
LAR DITOSO,BERCARIO,2
LAR DO PEQUENO SAMARITANO,BERCARIO,2
LAR ENCANTADO,SALA DE ED. INFANTIL PROPRIA ,2
LAR FELIZ,BERCARIO,2
LAR FELIZ,SALA DE ED. INFANTIL PROPRIA ,2
LAR INFANTIL - ASA,BERCARIO,2
LAR PAULO DE TARSO,BERCARIO,2
LAR SEMENTES DE PAZ,SALA DE ED. INFANTIL PROPRIA ,2
LAR SEMENTES DE PAZ,BERCARIO,2
LEAO DA TRIBO DE JUDA,SALA DE ED. INFANTIL PROPRIA ,2
LEON ALEXANDR,BERCARIO,2
LINA E O BALAO,BERCARIO,2
LINA E O BALAO,SALA DE ED. INFANTIL PROPRIA ,2
LIRIOS DO VALE,SALA DE ED. INFANTIL PROPRIA ,2
LOURDINHA PINHEIRO,BERCARIO,2
LOURIVAL BRANDAO DOS SANTOS,PATIO COBERTO                 ,2
LUIS CARLOS ELO DE AMOR,BERCARIO,2
LUIZ GONZAGA DO NASCIMENTO JR.,BERCARIO,2
LUIZA SOPHIA ROSCHEL,BERCARIO,2
LUZ,BERCARIO,2
LUZ DA ESPERANCA,BERCARIO,2
LUZ DO TERCEIRO MILENIO I,BERCARIO,2
LUZIA AGUIAR,BERCARIO,2
LUZIA BEZERRA,BERCARIO,2
LUZIA BEZERRA II,SALA DE ED. INFANTIL PROPRIA ,2
LYDIA DOS SANTOS CARRANO,BERCARIO,2
MACEDONIA,SALA DE ED. INFANTIL PROPRIA ,2
MADAGASCAR,SALA DE ED. INFANTIL PROPRIA ,2
MADRE TERESA DE CALCUTA,SALA DE ED. INFANTIL PROPRIA ,2
MADRE TERESA DE CALCUTA,BERCARIO,2
MAE TRABALHADORA,BERCARIO,2
MAE ZAZA - NUCLEO II,SALA DE ED. INFANTIL PROPRIA ,2
MANTO AZUL,SALA DE ED. INFANTIL PROPRIA ,2
MARAJOARA,SALA DE AULA PROPRIA         ,2
MARANATA II,SALA DE ED. INFANTIL PROPRIA ,2
MARCIA RICCO FERRAZ,BERCARIO,2
MARCOS MELEGA,PATIO COBERTO                 ,2
MARGARIDA BRITO FARIAS SILVA,SALA DE ED. INFANTIL PROPRIA ,2
MARGARIDA BRITO FARIAS SILVA II,BERCARIO,2
MARIA ANTONIETA DE CASTRO,SALA DE ED. INFANTIL PROPRIA ,2
MARIA APARECIDA DOS SANTOS,BERCARIO,2
MARIA APARECIDA SICA MAE DOCA - UN I,BERCARIO,2
MARIA APARECIDA SIQUEIRA CAMPOS,BERCARIO,2
MARIA DE BELEM,BERCARIO,2
MARIA DE LOURDES FERRARINI,SALA DE ED. INFANTIL PROPRIA ,2
MARIA DE LOURDES FERRARINI,BERCARIO,2
MARIA DULCE,BERCARIO,2
MARIA FLOR,SALA DE ED. INFANTIL PROPRIA ,2
MARIA FLOR,BERCARIO,2
MARIA HENRIQUE DE LIMA,BERCARIO,2
MARIA HENRIQUETA CATITE,BERCARIO,2
MARIAZINHA,BERCARIO,2
MARILIA DE DIRCEU,BERCARIO,2
MARINA VILLARES DA SILVA NOVAES,BERCARIO,2
MARIO CALDANA,BERCARIO,2
MARIO DA COSTA BARBOSA,SALA DE ED. ESPECIAL PROPRIA ,2
MARLENE AMORIM DA SILVA E SILVA,BERCARIO,2
MARLENE AMORIM DA SILVA E SILVA,SALA DE AULA PROPRIA         ,2
MARLENE AMORIM DA SILVA E SILVA,SALA DE ED. INFANTIL PROPRIA ,2
MARQUES DOS FRANCOS,BERCARIO,2
MAYARA ESPERANCA E VIDA,SALA DE ED. INFANTIL PROPRIA ,2
MEIMEI II,SALA DE ED. INFANTIL PROPRIA ,2
MEIMEI II,BERCARIO,2
MEU ABACATEIRO,BERCARIO,2
MEU SONHO ENCANTADO,SALA DE ED. INFANTIL PROPRIA ,2
MEU SONHO ENCANTADO,BERCARIO,2
MIRANDINHA,SALA DE ED. INFANTIL PROPRIA ,2
MISERICORDIA I,BERCARIO,2
MONTANHA DO SABER I,BERCARIO,2
MONTE CARMELO,BERCARIO,2
MONTE CARMELO III,BERCARIO,2
MONTE CARMELO III,SALA DE ED. INFANTIL PROPRIA ,2
MONTE MORIAH,BERCARIO,2
MORADA DO SOL,BERCARIO,2
MORIAH,SALA DE ED. INFANTIL PROPRIA ,2
MORIAH,BERCARIO,2
MORRO GRANDE,SALA DE RECREACAO             ,2
MULEQUE,BERCARIO,2
MULEQUE,SALA DE ED. INFANTIL PROPRIA ,2
MUNDINHO DO MATHEUS,SALA DE ED. INFANTIL PROPRIA ,2
MUNDINHO DO MATHEUS,SALA DE AULA PROPRIA         ,2
MUNDO COLORIDO,BERCARIO,2
MUNDO COLORIDO,SALA DE ED. INFANTIL PROPRIA ,2
MUNDO DA ALEGRIA,BERCARIO,2
MUNDO DA ALEGRIA IV,BERCARIO,2
MUNDO DE SOFIA,SALA DE ED. INFANTIL PROPRIA ,2
MUNDO DOS SONHOS,SALA DE AULA PROPRIA         ,2
MUNDO DOS SONHOS III,BERCARIO,2
MUNDO IDEAL,BERCARIO,2
MUNDO KIDS,SALA DE ED. INFANTIL PROPRIA ,2
MUNDO KIDS,BERCARIO,2
MUNDO MAGICO,BERCARIO,2
NAIA,SALA DE RECREACAO             ,2
NAKINE,SALA DE ED. INFANTIL PROPRIA ,2
NEI CAETANO DE ANDRADE,SALA DE ED. INFANTIL PROPRIA ,2
NERIVALDO LEAL,BERCARIO,2
NICOLAI NICOLAEVICH KOCHERGIN,BERCARIO,2
NINHO DA AMIZADE,SALA DE ED. INFANTIL PROPRIA ,2
NINHO DA CRIANCA,BERCARIO,2
NINHO DA CRIANCA,SALA DE ED. INFANTIL PROPRIA ,2
NOITE ENCANTADA I,SALA DE ED. INFANTIL PROPRIA ,2
NOITE ENCANTADA II,SALA DE ED. INFANTIL PROPRIA ,2
NOITE ENCANTADA IV,BERCARIO,2
NOITE ENCANTADA VI,BERCARIO,2
NOITE ENCANTADA VII,SALA DE ED. INFANTIL PROPRIA ,2
NOSSA SENHORA DA ANUNCIACAO,SALA DE ED. INFANTIL PROPRIA ,2
NOSSA SENHORA DA PROVIDENCIA,BERCARIO,2
NOSSA SENHORA DAS DORES I,BERCARIO,2
NOSSA SENHORA DAS GRACAS,BERCARIO,2
NOSSA SENHORA DAS GRACAS,SALA DE ED. INFANTIL PROPRIA ,2
NOSSA SENHORA DE GUADALUPE,SALA DE RECREACAO             ,2
NOSSA SENHORA DO CARMO,BERCARIO,2
NOSSA SENHORA DO DIVINO PRANTO,BERCARIO,2
NOSSA SENHORA DOS POBRES,BERCARIO,2
NOSSA SENHORA MAE DE DEUS,BERCARIO,2
NOSSA SENHORA SAGRADO CORACAO,BERCARIO,2
NOVA ALIANCA III,BERCARIO,2
NOVO CAMINHO,BERCARIO,2
NOVO FLORESCER,BERCARIO,2
NUCLEO 120,SALA DE RECREACAO             ,2
NUCLEO DO SABER,BERCARIO,2
NUCLEO JD DOS ALAMOS,BERCARIO,2
O PEQUENO SEAREIRO,BERCARIO,2
OBRAS SOCIAIS DE VISTA ALEGRE UNID V FO,SALA DE AULA PROPRIA         ,2
OIKOS,BERCARIO,2
OIKOS,SALA DE ED. INFANTIL PROPRIA ,2
OIKOS II,BERCARIO,2
OLAVO FONTOURA,SALA RECUPERACAO/APOIO PEDAG. ,2
OLHAR INOCENTE,BERCARIO,2
OLHAR PARA O FUTURO,BERCARIO,2
OSWALDO ARANHA BANDEIRA DE MELLO,LABORATORIO DE INFORMATICA    ,2
OTAVIO RODRIGUES,BERCARIO,2
PADRE JAIME,SALA DE RECREACAO             ,2
PARAISOPOLIS,PISCINA                       ,2
PARQUE ANHANGUERA,PISCINA                       ,2
PARQUE BOTURUSSU,BERCARIO,2
PARQUE DOROTEIA,BERCARIO,2
PARQUE MANDI,BERCARIO,2
PARQUE MARIA DOMITILA,BERCARIO,2
PARQUE NOVO GRAJAU,BERCARIO,2
PARQUE NOVO MUNDO,BERCARIO,2
PARQUE NOVO MUNDO II,BERCARIO,2
PARQUE SANTA MADALENA,BERCARIO,2
PARQUE SANTA RITA,BERCARIO,2
PARQUE SAO DOMINGOS,BERCARIO,2
PASSO A PASSO,SALA DE ED. INFANTIL PROPRIA ,2
PASSOS DO FUTURO,SALA DE AULA PROPRIA         ,2
PAULO VI,SALA DE RECREACAO             ,2
PE COM PE,SALA DE ED. INFANTIL PROPRIA ,2
PEDRO APOSTOLO,BERCARIO,2
PEDRO E MARIA III,SALA DE ED. INFANTIL PROPRIA ,2
PEDRO HENRIQUE SIQUEIRA LIMA,BERCARIO,2
PEDRO LUIZ,SALA DE RECREACAO             ,2
PEDROSO DE MORAES,SALA DE ED. INFANTIL PROPRIA ,2
PENHA,BERCARIO,2
PEQUENA LUZ,BERCARIO,2
PEQUENAS ESTRELAS II,SALA DE AULA PROPRIA         ,2
PEQUENAS TURQUESAS II,SALA DE ED. INFANTIL PROPRIA ,2
PEQUENINOS BRILHANTES,BERCARIO,2
PEQUENINOS DO AMANHECER,BERCARIO,2
PEQUENINOS DO REINO,BERCARIO,2
PEQUENINOS DO REINO,SALA DE ED. INFANTIL PROPRIA ,2
PEQUENOS AVENTUREIROS,BERCARIO,2
PEQUENOS CONSTRUTORES DO FUTURO,SALA DE ED. INFANTIL PROPRIA ,2
PEQUENOS DA AMERICA,BERCARIO,2
PEQUENOS DO BUTANTA IV,SALA DE ED. INFANTIL PROPRIA ,2
PEQUENOS GENIOS III,SALA DE ED. INFANTIL PROPRIA ,2
PEQUENOS GENIOS TOPAZIO,BERCARIO,2
PEQUENOS PENSADORES,BERCARIO,2
PEQUENOS PENSADORES II,BERCARIO,2
PEQUENOS PENSADORES II,SALA DE AULA PROPRIA         ,2
PEQUENOS POETAS,BERCARIO,2
PEQUENOS SONHADORES,BERCARIO,2
PERUS,BERCARIO,2
PESSACH,BERCARIO,2
PIMPOLHINHO,SALA DE AULA PROPRIA         ,2
PIMPOLHO,BERCARIO,2
PINGOS DO AMANHA,SALA DE ED. INFANTIL PROPRIA ,2
PINGOS DO AMANHA,BERCARIO,2
PINGUINHO,BERCARIO,2
PINHEIROS,SALA DE ED. INFANTIL PROPRIA ,2
PITAGORAS,BERCARIO,2
PLANETA COLORIDO,SALA DE ED. INFANTIL PROPRIA ,2
PONTE PEQUENA,SALA DE ED. INFANTIL PROPRIA ,2
PRIMEIROS CAMINHOS,SALA DE ED. INFANTIL PROPRIA ,2
PRIMEIROS CAMINHOS,BERCARIO,2
PRINCESA LIVIA,SALA DE ED. INFANTIL PROPRIA ,2
PRINCESA MELISSA,SALA DE ED. INFANTIL PROPRIA ,2
PRINCESINHA,SALA DE ED. INFANTIL PROPRIA ,2
PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA IV,SALA DE ED. INFANTIL PROPRIA ,2
PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA IX,BERCARIO,2
PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA UNIDADE XI,BERCARIO,2
PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA VI,BERCARIO,2
PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA VII,SALA DE ED. INFANTIL PROPRIA ,2
PROF,SALA DE RECREACAO             ,2
PROF. JOSE HERCULANO PIRES I,SALA DE RECREACAO             ,2
PROJETO DE VIDA,BERCARIO,2
QUADRANGULAR,SALA DE RECREACAO             ,2
QUATRO PILARES DA EDUCACAO I,SALA DE ED. INFANTIL PROPRIA ,2
QUATRO PILARES DA EDUCACAO II,BERCARIO,2
QUATRO PILARES DA EDUCACAO II,SALA DE ED. INFANTIL PROPRIA ,2
QUERUBIM,SALA DE ED. INFANTIL PROPRIA ,2
QUERUBINS DA VITORIA,BERCARIO,2
QUINTA DO SOL,QUADRA COBERTA                ,2
QUINTAL DO BRINCAR,BERCARIO,2
RAIMUNDO CORREIA,SALA DE AULA ADAPTADA        ,2
RAINHA ESTHER,BERCARIO,2
RAIO DE ESPERANCA,SALA DE ED. INFANTIL PROPRIA ,2
RAIO DE LUZ,SALA DE AULA PROPRIA         ,2
RAIO DE SOL - AMELIA DINIZ ANTAS,SALA DE ED. INFANTIL PROPRIA ,2
RAIO DE SOL III,BERCARIO,2
RANC III,SALA DE ED. INFANTIL PROPRIA ,2
RECANTO DA ALEGRIA I,BERCARIO,2
RECANTO DA ALEGRIA V,BERCARIO,2
RECANTO DA ALEGRIA V,SALA DE ED. INFANTIL PROPRIA ,2
RECANTO DOS HUMILDES II,SALA DE RECREACAO             ,2
RECANTO DOS PEQUENINOS,BERCARIO,2
RECANTO DOS SONHOS,BERCARIO,2
RECANTO GAETANO E CARMELA,SALA DE RECREACAO             ,2
RECANTO SAO JOSE,SALA DE RECREACAO             ,2
RECRIAR,SALA DE ED. INFANTIL PROPRIA ,2
RECRIAR,BERCARIO,2
REFERENCIA,SALA DE AULA PROPRIA         ,2
REINO ENCANTADO GEGE,BERCARIO,2
RENOVO,SALA DE ED. INFANTIL PROPRIA ,2
REVOLUCAO,SALA DE ED. INFANTIL PROPRIA ,2
REVOLUCAO,BERCARIO,2
RIO PEQUENO II,BERCARIO,2
ROBERTO ARANTES LANHOSO,BERCARIO,2
RODOLFO PIRANI,SALA DE RECREACAO             ,2
ROSA DA CHINA,ATELIE,2
ROSA SABAG ADDAS,BERCARIO,2
ROSEIRA I,BERCARIO,2
ROSEIRA II,BERCARIO,2
RUGRATS OS ANJINHOS V,BERCARIO,2
RUGRATS OS ANJINHOS VIII,BERCARIO,2
RUTH ROCHA,BERCARIO,2
SAB - SAPOPEMBA,SALA DE RECREACAO             ,2
SABOR DE INFANCIA,SALA DE ED. INFANTIL PROPRIA ,2
SAGRADO CORACAO DE JESUS,BERCARIO,2
SALESIANA DOMINGOS SAVIO,BERCARIO,2
SALESIANO SANTA LUZIA,BERCARIO,2
SAMARITANINHOS I,SALA DE AULA PROPRIA         ,2
SAMARITANINHOS IV,BERCARIO,2
SAMARITANINHOS VI,BERCARIO,2
SAN BENEDETTO,BERCARIO,2
SAN LONGINUS,SALA DE ED. INFANTIL PROPRIA ,2
SANTA EDWIGES,BERCARIO,2
SANTA EDWIGES,SALA DE AULA PROPRIA         ,2
SANTA IZABEL,SALA DE ED. INFANTIL PROPRIA ,2
SANTA IZABEL I,BERCARIO,2
SANTA MADALENA,SALA DE RECREACAO             ,2
SANTA MARIA GORETE,SALA DE ED. INFANTIL PROPRIA ,2
SANTA MONICA,BERCARIO,2
SANTA MONICA,SALA DE ED. INFANTIL PROPRIA ,2
SANTA ROSA DE LIMA,BERCARIO,2
SANTA TERESA DE JESUS,SALA DE RECREACAO             ,2
SANTA ZITA,SALA DE AULA PROPRIA         ,2
SANTO AGOSTINHO - ASA,BERCARIO,2
SANTO ANTONIO II,SALA DE RECREACAO             ,2
SAO FRANCISCO - ASA,BERCARIO,2
SAO JOSE,BERCARIO,2
SAO JOSE OPERARIO I,BERCARIO,2
SAO LUCAS,BERCARIO,2
SAO LUIZ GONZAGA,SALA DE RECREACAO             ,2
SAO LUIZ MARIE DE MONTFORT,BERCARIO,2
